"","1_1","1_2","1_3","2_1","2_2","2_3","3_1","3_2","3_3","4_1","4_2","4_3","5_1","5_2","5_3","6_1","6_2","6_3","7_1","7_2","7_3","8_1","8_2","8_3","9_1","9_2","9_3","10_1","10_2","10_3"
"ENSG00000232234",0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000234763",0,2,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"ENSG00000124786",386,644,602,678,530,302,100,366,548,721,662,317,349,370,276,544,621,206,735,429,433,405,250,693,242,138,605,219,361,507
"ENSG00000251164",0,3,2,0,0,2,0,4,3,1,4,2,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"ENSG00000230939",1,1,6,6,3,0,0,8,3,7,2,0,3,2,2,2,5,3,2,6,3,7,0,5,1,0,3,0,0,6
"ENSG00000225775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ENSG00000181355",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000216368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216781",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137203",836,1245,1284,1695,1428,835,262,850,1133,1680,1653,852,789,775,442,1906,1869,631,1637,981,931,995,640,1868,670,436,1730,520,1141,1662
"ENSG00000229950",10,15,14,11,21,13,1,14,10,18,18,16,10,12,4,24,11,3,16,9,3,10,9,24,12,2,22,9,23,9
"ENSG00000228478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183674",7,4,2,5,8,6,0,3,4,16,6,3,2,1,12,17,7,4,6,5,6,2,3,8,2,1,8,1,7,5
"ENSG00000229401",3,14,16,8,11,3,2,0,6,10,13,0,2,15,3,9,18,4,5,3,9,3,9,3,2,1,7,8,2,4
"ENSG00000263705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238076",0,1,0,0,2,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000231056",1,0,3,3,5,0,0,1,2,1,0,2,1,0,0,1,3,1,3,1,2,0,0,0,0,0,0,0,0,1
"ENSG00000111846",11,14,31,29,11,30,7,13,19,38,22,7,11,10,11,27,34,13,21,13,13,13,12,38,9,3,19,14,11,27
"ENSG00000237685",0,0,4,0,0,0,0,0,2,2,1,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,0
"ENSG00000216359",0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,2,2,0,3
"ENSG00000217181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205318",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137434",7,24,25,34,41,19,4,18,22,21,35,16,23,13,22,32,39,15,28,15,12,20,14,36,21,13,26,9,14,29
"ENSG00000201048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSG00000111845",379,589,608,847,635,483,115,353,634,953,907,455,484,426,266,951,1101,339,906,529,506,540,351,948,371,189,833,282,419,704
"ENSG00000111843",1453,2094,2134,2340,1901,1309,361,1452,1966,2219,2234,1138,1302,1240,794,2295,2180,867,2424,1511,1445,1357,874,2426,931,529,1957,718,1148,1532
"ENSG00000272097",14,25,28,18,15,19,2,11,15,16,26,9,5,12,4,16,24,1,32,18,18,12,3,10,3,7,5,4,3,3
"ENSG00000137210",786,1145,1227,1571,1268,809,227,773,1078,1576,1491,784,734,656,432,1269,1310,480,1482,928,750,818,535,1397,533,288,1029,422,529,933
"ENSG00000153157",212,395,350,267,275,145,79,240,320,239,260,121,213,224,115,236,259,51,367,219,208,134,124,273,114,85,248,127,201,275
"ENSG00000272162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000111837",38,16,20,63,34,16,8,30,40,94,55,41,38,21,12,66,39,11,90,38,20,16,9,21,11,0,17,1,9,13
"ENSG00000124827",0,5,4,3,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,3,1,0,0,0,1,3,0,2,0
"ENSG00000235051",5,8,18,6,2,4,2,10,11,5,6,0,4,9,1,9,0,0,7,5,4,4,4,5,5,1,4,6,9,11
"ENSG00000197977",2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000230314",2,3,4,2,0,0,2,2,2,2,0,0,0,0,0,0,2,0,0,1,0,2,0,0,5,1,0,0,0,2
"ENSG00000238896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224531",464,657,719,813,648,388,131,472,672,723,845,366,497,528,300,837,816,296,1032,554,529,652,399,1068,377,222,963,278,592,786
"ENSG00000244476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000247925",0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0
"ENSG00000111859",12,15,27,43,23,11,4,19,21,37,16,10,18,14,9,47,40,8,47,7,19,24,7,21,9,4,26,17,20,11
"ENSG00000233656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205269",38,80,77,218,178,104,11,63,82,194,211,102,56,76,44,225,222,79,71,64,48,44,33,87,24,28,67,28,52,85
"ENSG00000271897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000111863",8,5,7,0,3,1,0,4,9,5,0,0,7,1,1,4,3,0,13,11,5,4,1,10,3,3,22,4,5,7
"ENSG00000234427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229896",0,3,0,0,5,0,0,1,1,0,1,0,1,0,0,2,1,0,0,0,0,4,2,0,1,0,0,0,1,0
"ENSG00000095951",741,1102,1099,1350,1094,642,211,722,1009,1497,1335,702,624,686,356,1114,1035,450,1207,678,667,658,406,1229,356,169,1079,328,658,958
"ENSG00000078401",14,24,33,200,182,105,7,22,33,171,205,92,31,13,19,408,487,147,49,17,15,138,72,239,12,9,216,9,140,243
"ENSG00000218893",0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"ENSG00000223321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212802",1564,2368,2358,2589,2218,1480,386,1374,1954,2511,2326,1016,1380,1414,890,2339,2366,869,2679,1717,1453,1290,825,2312,828,484,1627,698,1044,1348
"ENSG00000234015",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215022",24,21,22,32,42,14,0,19,19,25,28,15,20,10,12,15,20,1,37,14,23,21,7,31,36,5,28,7,14,20
"ENSG00000145979",219,300,287,321,261,180,68,190,263,336,307,148,219,188,100,257,279,114,428,234,255,205,106,286,132,74,263,97,154,197
"ENSG00000272379",2,1,4,6,9,0,4,6,9,7,5,1,6,3,4,5,5,0,10,0,17,3,5,5,10,0,7,3,5,3
"ENSG00000145990",370,526,471,382,347,195,107,370,432,387,271,171,338,376,226,389,446,169,694,378,378,248,157,386,256,144,464,253,324,439
"ENSG00000187461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237786",0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000218265",10,7,11,3,6,3,0,1,5,4,3,3,2,4,1,7,4,2,9,8,5,1,3,2,3,2,0,1,2,9
"ENSG00000202351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124523",712,1039,1019,1396,1111,721,161,660,873,1279,1222,654,615,661,392,1087,1154,365,1087,736,668,618,386,1081,442,238,894,369,573,737
"ENSG00000261071",15,19,11,22,16,11,2,15,7,15,33,6,4,8,3,12,14,9,22,12,10,14,9,17,7,2,14,10,4,18
"ENSG00000225921",706,964,1059,1497,1231,835,166,640,915,1427,1475,722,661,638,466,1477,1399,501,1348,849,723,841,457,1380,507,252,898,358,577,908
"ENSG00000268059",14,15,8,28,22,13,5,4,15,15,16,22,13,4,4,22,11,4,17,7,1,1,8,18,3,3,9,4,5,4
"ENSG00000010017",1844,2967,2899,3136,2592,1724,561,2037,2712,3075,2971,1423,1802,1906,1144,3054,3140,957,4006,2203,2124,2153,1357,3283,1405,868,2845,1170,1789,2457
"ENSG00000252966",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000050393",1452,2083,2229,2525,2045,1446,415,1552,1852,2658,2467,1202,1281,1412,866,2388,2427,755,3029,1777,1586,1983,1092,3139,1019,602,2394,724,1552,2066
"ENSG00000233075",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,2,2,1,1,1,0,0
"ENSG00000272209",1,6,1,4,0,5,0,5,3,3,5,0,6,5,1,5,3,2,4,2,0,0,3,1,3,3,0,0,0,4
"ENSG00000180537",461,678,741,737,665,395,132,476,711,626,694,376,515,470,349,767,800,288,853,513,379,459,280,799,328,157,663,273,355,542
"ENSG00000220868",0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,1,0,3,3,2,1,0,0,0,0,0,0,0,0,5
"ENSG00000233981",0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,4,0,1,1
"ENSG00000112149",229,349,365,474,384,249,96,234,329,452,461,237,213,247,162,500,558,194,457,244,187,269,164,472,170,101,406,111,242,310
"ENSG00000238987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226673",0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,5,1,0,2,0,2,0,0,1,0,1,4
"ENSG00000237346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000234540",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234261",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271888",12,36,35,39,14,21,1,7,31,19,17,6,5,10,9,25,22,3,24,15,17,14,3,21,9,6,28,6,11,8
"ENSG00000008083",2944,4674,4532,3332,2953,1894,841,3051,4132,3140,3028,1433,2904,2900,1863,3387,3306,1044,6249,3536,3395,2368,1400,3663,2100,1259,3168,1876,2064,2519
"ENSG00000235488",5,3,0,7,4,3,1,1,3,5,3,2,2,1,0,8,7,4,10,1,0,2,2,2,0,0,3,8,1,5
"ENSG00000201367",0,0,0,0,1,0,0,0,0,1,2,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000201519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000047579",327,423,460,542,426,320,68,285,395,518,474,255,264,282,199,484,548,146,609,378,271,310,226,512,176,109,431,151,232,365
"ENSG00000214027",19,13,23,33,22,26,4,14,31,33,25,22,20,14,14,27,20,5,19,16,14,14,9,26,6,8,30,8,10,21
"ENSG00000232947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007944",651,1010,1019,1030,967,589,173,583,762,887,886,448,495,529,346,703,689,229,1026,576,614,617,332,1041,315,216,721,292,474,608
"ENSG00000263712",0,4,1,2,4,0,0,1,0,0,0,5,2,0,0,0,3,1,0,3,0,0,2,0,1,0,0,0,3,1
"ENSG00000251793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218073",0,2,2,2,0,2,0,4,0,0,2,0,0,0,0,0,4,2,2,0,0,0,0,1,5,0,0,0,1,0
"ENSG00000217078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216364",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000251831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137198",343,540,604,814,629,453,124,362,534,763,777,366,349,331,218,788,774,250,758,425,364,415,296,689,224,156,579,182,349,522
"ENSG00000124788",1623,2761,2648,2488,2245,1290,529,1903,2510,2445,2576,1179,1609,1500,974,2391,2367,743,2936,1760,1616,1381,743,2433,1050,601,1939,791,1319,1670
"ENSG00000265642",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229931",32,52,45,68,58,42,12,24,30,46,59,28,15,15,10,55,49,23,39,22,30,27,14,50,19,7,46,17,31,55
"ENSG00000272341",90,98,110,180,132,109,19,61,83,122,127,47,44,39,21,108,112,23,77,56,48,43,52,129,48,17,98,24,72,84
"ENSG00000230873",3,2,5,14,10,1,0,6,7,15,15,2,3,3,1,13,16,7,5,2,0,2,5,5,3,1,4,4,5,8
"ENSG00000112183",174,253,225,321,231,167,52,144,243,288,323,170,194,181,138,328,338,108,367,231,205,169,104,254,117,89,151,74,130,189
"ENSG00000219314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112186",234,312,342,400,383,264,44,218,313,335,417,217,243,216,140,382,478,146,431,225,190,189,106,301,129,82,214,85,116,217
"ENSG00000184612",8,20,8,15,11,10,8,13,8,21,16,17,5,9,5,12,7,11,17,11,14,17,11,16,4,6,9,2,3,11
"ENSG00000218359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137414",1287,1666,1643,2037,1748,1089,386,1129,1608,2128,1937,991,1011,1130,682,1814,1703,557,2146,1405,1262,1060,649,1705,816,399,1513,636,1073,1318
"ENSG00000124789",3069,4378,4340,5926,4921,2956,887,3156,4249,5842,5916,2815,3067,2863,1828,5874,5681,1919,6063,3655,3213,3094,1784,5151,2380,1264,4086,1657,2403,3755
"ENSG00000206881",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272269",18,18,41,37,54,35,3,11,26,45,45,30,32,14,5,55,67,17,32,18,24,12,8,22,12,4,31,10,11,10
"ENSG00000201415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137177",1486,2171,2215,2637,2114,1373,443,1584,2183,2658,2453,1179,1369,1349,922,2547,2622,799,2434,1415,1325,1304,786,2165,868,470,1644,638,1070,1527
"ENSG00000203518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187566",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000137364",512,763,849,904,791,486,160,562,803,988,935,429,595,552,308,841,995,342,1065,633,566,639,427,1048,430,243,875,328,573,797
"ENSG00000165097",1337,2064,2051,1822,1548,976,412,1530,1854,1765,1769,820,1260,1287,738,1753,1750,565,2471,1445,1404,1070,652,1641,834,501,1355,661,963,1224
"ENSG00000124795",3788,5761,5766,7707,6328,4152,1115,3644,5240,7437,7314,3734,3418,3128,1987,6156,6783,2164,7456,4301,3933,3885,2283,6532,2604,1369,3922,1887,2507,3794
"ENSG00000199715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217414",3,6,3,9,2,3,3,2,0,5,5,0,0,2,0,6,3,5,3,0,3,2,0,7,1,0,7,0,1,2
"ENSG00000218976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137393",41,49,83,43,39,35,12,43,56,43,51,28,42,37,17,58,60,18,65,66,49,19,17,41,30,10,39,20,35,25
"ENSG00000238458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231662",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226786",2,6,3,7,1,6,0,1,2,2,12,1,1,3,0,7,0,0,1,0,1,3,1,5,0,0,0,0,1,0
"ENSG00000214012",0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,2,0,1,3,1,1,0,0,3,2,2,1,0,2,0
"ENSG00000217314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237404",0,0,0,2,0,2,0,0,0,1,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0
"ENSG00000227116",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2
"ENSG00000228412",3,2,8,13,15,7,0,1,3,11,13,6,4,7,4,14,18,0,8,6,2,4,0,3,0,1,3,0,1,8
"ENSG00000172201",5,14,17,71,47,26,1,11,11,53,40,33,10,4,8,60,48,21,22,3,8,21,6,34,8,3,14,3,8,27
"ENSG00000229700",4,5,6,3,0,1,2,8,3,10,3,1,0,3,1,2,2,4,4,4,1,3,0,5,2,0,0,0,1,2
"ENSG00000172197",900,1378,1352,1360,1072,675,284,960,1282,1077,1103,575,660,663,433,1004,895,287,1257,755,711,507,302,791,411,213,539,395,357,523
"ENSG00000227803",1,1,1,2,1,0,0,1,0,0,1,0,3,1,1,0,4,0,2,0,6,0,0,0,0,0,3,2,1,0
"ENSG00000112242",1035,1686,1546,2484,1833,1261,303,1120,1508,2488,2187,1209,1175,1074,765,2752,2786,931,2141,1090,1078,1217,676,2021,784,410,1806,717,1087,1686
"ENSG00000240869",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252949",2,5,1,4,2,0,0,10,5,2,13,5,4,2,1,4,18,0,5,8,1,2,4,3,0,1,1,5,1,3
"ENSG00000224707",3,5,8,17,10,4,0,7,4,8,41,4,6,0,8,13,8,7,12,5,2,1,3,6,2,2,7,2,1,7
"ENSG00000222431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000145996",425,645,685,675,569,389,140,494,656,686,744,279,453,356,245,609,681,229,782,423,395,401,229,647,287,146,511,193,265,450
"ENSG00000225832",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124766",2623,4101,4157,4766,4115,2575,697,2830,3658,4556,4759,2191,2550,2581,1864,5032,5076,1686,3594,2137,1772,1679,944,2581,1232,787,2581,1123,1375,2330
"ENSG00000220771",0,4,0,0,1,3,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272168",1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,1,2,0,1,3,0,0,0,0,0,1,0,0,0,1
"ENSG00000222515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260455",0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218512",0,2,0,5,5,1,0,0,4,2,2,0,3,3,0,2,10,1,5,3,2,1,3,1,0,0,0,0,1,0
"ENSG00000220748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000152954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
